_id,Company,Price,Earnings Date,description,20-Day Simple Moving Average,200-Day Simple Moving Average,50-Day,52-Week,Analyst Recom,Average True Range,Average Volume,Beta,Change,EPS ttm,ROI,ratio,performance
52853806bb1177ca391c24f0,iPath DJ-UBS Tin TR Sub-Idx ETN,51.89,,"{'Country': 'USA', 'Sector': 'Financial', 'Industry': 'Exchange Traded Fund'}",-0.0061,0.041,"[0.2209, -0.08030000000000001]","[0.23870000000000002, -0.1096]",,0.56,2.48,,0.0019,,,"{'quick': None, 'current': None}","{'Year': 0.12340000000000001, 'Half Year': 0.1019, 'Month': -0.016, 'Week': -0.006900000000000001}"
52853806bb1177ca391c24f1,iPath DJ-UBS Aluminum TR Sub-Idx ETN,19.04,,"{'Country': 'USA', 'Sector': 'Financial', 'Industry': 'Exchange Traded Fund'}",-0.0337,-0.0911,"[0.0011, -0.09290000000000001]","[0.056, -0.24860000000000002]",,0.16,6.04,,0.0011,,,"{'quick': None, 'current': None}","{'Year': -0.183, 'Half Year': -0.078, 'Month': -0.044700000000000004, 'Week': -0.0206}"
52853806bb1177ca391c24f2,iShares Morningstar Large Core Index,106.38,,"{'Country': 'USA', 'Sector': 'Financial', 'Industry': 'Exchange Traded Fund'}",0.0222,0.10640000000000001,"[0.09670000000000001, 0.007200000000000001]","[0.40030000000000004, 0.007200000000000001]",,0.77,14.2,,0.007200000000000001,,,"{'quick': None, 'current': None}","{'Year': 0.3583, 'Half Year': 0.0858, 'Month': 0.048600000000000004, 'Week': 0.0058000000000000005}"
52853806bb1177ca391c24f3,iShares Morningstar Large Growth Index,95.49,,"{'Country': 'USA', 'Sector': 'Financial', 'Industry': 'Exchange Traded Fund'}",0.013900000000000001,0.12090000000000001,"[0.09970000000000001, 0.0008]","[0.33630000000000004, 0.0008]",,0.87,22.56,,0.0066,,,"{'quick': None, 'current': None}","{'Year': 0.2979, 'Half Year': 0.1095, 'Month': 0.047, 'Week': 0.004200000000000001}"
52853806bb1177ca391c24f4,iShares Morningstar Large Value Index,78.34,,"{'Country': 'USA', 'Sector': 'Financial', 'Industry': 'Exchange Traded Fund'}",0.0184,0.07830000000000001,"[0.0834, 0.0033]","[0.31920000000000004, 0.0033]",,0.61,49.65,,0.0033,,,"{'quick': None, 'current': None}","{'Year': 0.2846, 'Half Year': 0.06380000000000001, 'Month': 0.0521, 'Week': 0.0067}"
52853806bb1177ca391c24f5,iShares Morningstar Mid Core Index,125.65,,"{'Country': 'USA', 'Sector': 'Financial', 'Industry': 'Exchange Traded Fund'}",0.014700000000000001,0.10070000000000001,"[0.0913, 0.0049]","[0.38930000000000003, 0.0049]",,1.09,6.85,,0.0049,,,"{'quick': None, 'current': None}","{'Year': 0.3412, 'Half Year': 0.0804, 'Month': 0.0419, 'Week': 0.006200000000000001}"
52853806bb1177ca391c24f6,iShares Morningstar Mid Growth Index,136.63,,"{'Country': 'USA', 'Sector': 'Financial', 'Industry': 'Exchange Traded Fund'}",0.009000000000000001,0.0989,"[0.0644, -0.0061]","[0.38370000000000004, -0.0061]",,1.34,6.01,,0.0051,,,"{'quick': None, 'current': None}","{'Year': 0.3385, 'Half Year': 0.09, 'Month': 0.0253, 'Week': 0.0051}"
52853806bb1177ca391c24f7,Jack Henry & Associates Inc.,56.39,2013-11-05 21:30:00+00:00,"{'Country': 'USA', 'Sector': 'Technology', 'Industry': 'Business Software & Services'}",0.0258,0.1738,"[0.1489, -0.0098]","[0.5409, -0.0098]",3.1,0.92,287.13,0.74,0.0036000000000000003,2.13,0.168,"{'quick': 1.2, 'current': 1.2}","{'Year': 0.49360000000000004, 'Half Year': 0.1938, 'Month': 0.06380000000000001, 'Week': 0.016800000000000002}"
52853806bb1177ca391c24f8,iShares Morningstar Mid Value Index,111.84,,"{'Country': 'USA', 'Sector': 'Financial', 'Industry': 'Exchange Traded Fund'}",0.0189,0.1298,"[0.1027, 0.0055000000000000005]","[0.4913, 0.0055000000000000005]",,0.91,7.69,,0.0055000000000000005,,,"{'quick': None, 'current': None}","{'Year': 0.4515, 'Half Year': 0.126, 'Month': 0.0505, 'Week': 0.0102}"
52853806bb1177ca391c24f9,iShares Morningstar Small Core Index,124.42,,"{'Country': 'USA', 'Sector': 'Financial', 'Industry': 'Exchange Traded Fund'}",0.011,0.1086,"[0.0946, 0.0005]","[0.44880000000000003, 0.0005]",,1.26,5.78,,0.004,,,"{'quick': None, 'current': None}","{'Year': 0.398, 'Half Year': 0.1061, 'Month': 0.031100000000000003, 'Week': 0.0108}"
52853806bb1177ca391c24fa,iShares Morningstar Small Growth Index,128.27,,"{'Country': 'USA', 'Sector': 'Financial', 'Industry': 'Exchange Traded Fund'}",0.0097,0.1472,"[0.0942, -0.0054]","[0.5206000000000001, -0.0054]",,1.69,9.05,,-0.002,,,"{'quick': None, 'current': None}","{'Year': 0.4677, 'Half Year': 0.1872, 'Month': 0.0395, 'Week': 0.0219}"
52853806bb1177ca391c24fb,iShares Morningstar Small Value Index,115.38,,"{'Country': 'USA', 'Sector': 'Financial', 'Industry': 'Exchange Traded Fund'}",0.0106,0.09620000000000001,"[0.0985, -0.0011]","[0.4229, -0.0011]",,1.1,12.62,,0.0055000000000000005,,,"{'quick': None, 'current': None}","{'Year': 0.37560000000000004, 'Half Year': 0.09430000000000001, 'Month': 0.0371, 'Week': 0.0051}"
52853806bb1177ca391c24fc,"JinkoSolar Holding Co., Ltd.",29.29,2013-11-18 13:30:00+00:00,"{'Country': 'China', 'Sector': 'Industrial Goods', 'Industry': 'Industrial Electrical Equipment'}",0.17020000000000002,1.3708,"[0.7827000000000001, -0.0085]","[8.2107, -0.0085]",2.0,2.21,1564.49,3.88,0.0034000000000000002,-6.63,-0.226,"{'quick': 0.6000000000000001, 'current': 0.7000000000000001}","{'Year': 6.7633, 'Half Year': 3.1229, 'Month': 0.2831, 'Week': 0.1593}"
52853806bb1177ca391c24fd,Nuveen Equity Premium Advantage Fund,12.47,,"{'Country': 'USA', 'Sector': 'Financial', 'Industry': 'Closed-End Fund - Equity'}",0.0063,0.0303,"[0.0392, -0.0079]","[0.22310000000000002, -0.0079]",,0.09,66.15,,0.0041,,,"{'quick': None, 'current': None}","{'Year': 0.1394, 'Half Year': -0.0008, 'Month': 0.024800000000000003, 'Week': -0.0024000000000000002}"
52853806bb1177ca391c24fe,Jones Lang Lasalle Inc.,95.75,2013-10-28 20:30:00+00:00,"{'Country': 'USA', 'Sector': 'Financial', 'Industry': 'Property Management'}",0.053700000000000005,0.038,"[0.1841, -0.0219]","[0.32270000000000004, -0.0541]",2.0,1.87,387.89,1.98,0.0106,5.09,0.091,"{'quick': 1.1, 'current': 1.1}","{'Year': 0.2576, 'Half Year': -0.013000000000000001, 'Month': 0.1278, 'Week': 0.012100000000000001}"
52853806bb1177ca391c24ff,"Jamba, Inc.",10.71,2013-11-04 21:30:00+00:00,"{'Country': 'USA', 'Sector': 'Services', 'Industry': 'Restaurants'}",-0.041,-0.2265,"[0.0328, -0.22110000000000002]","[0.1834, -0.388]",2.2,0.43,242.49,2.4,-0.015600000000000001,-0.04,0.028,"{'quick': 0.9, 'current': 0.9}","{'Year': 0.1636, 'Half Year': -0.2338, 'Month': -0.0181, 'Week': -0.035500000000000004}"
52853806bb1177ca391c2500,Javelin Mortgage Investment Corp,12.05,2013-11-11 05:00:00+00:00,"{'Country': 'USA', 'Sector': 'Financial', 'Industry': 'REIT - Diversified'}",-0.0043,-0.16640000000000002,"[0.066, -0.0787]","[0.15960000000000002, -0.34490000000000004]",,0.25,300.71,,0.0212,3.99,0.005,"{'quick': 0.1, 'current': 0.1}","{'Year': -0.2303, 'Half Year': -0.3111, 'Month': 0.019, 'Week': -0.0076}"
52853806bb1177ca391c2501,JMP Group Inc.,6.35,2013-10-23 12:30:00+00:00,"{'Country': 'USA', 'Sector': 'Financial', 'Industry': 'Investment Brokerage - National'}",-0.0235,-0.0339,"[0.0601, -0.0863]","[0.3306, -0.13340000000000002]",2.0,0.23,41.85,1.4,-0.0216,0.25,0.048,"{'quick': None, 'current': None}","{'Year': 0.30060000000000003, 'Half Year': -0.0357, 'Month': 0.0172, 'Week': -0.0076}"
52853806bb1177ca391c2502,Johnson & Johnson,93.82,2013-10-15 12:30:00+00:00,"{'Country': 'USA', 'Sector': 'Healthcare', 'Industry': 'Drug Manufacturers - Major'}",0.011600000000000001,0.1019,"[0.09730000000000001, -0.008700000000000001]","[0.41350000000000003, -0.008700000000000001]",2.3,1.04,7822.55,0.61,0.0051,4.48,0.13,"{'quick': 1.7000000000000002, 'current': 2}","{'Year': 0.3861, 'Half Year': 0.0835, 'Month': 0.0379, 'Week': 0.0032}"
52853806bb1177ca391c2503,SPDR Barclays Capital High Yield Bond,40.42,,"{'Country': 'USA', 'Sector': 'Financial', 'Industry': 'Exchange Traded Fund'}",0.0005,0.0236,"[0.0405, -0.004]","[0.0898, -0.0067]",,0.14,4894.63,,0.0016,,,"{'quick': None, 'current': None}","{'Year': 0.0794, 'Half Year': 0.0025, 'Month': 0.011300000000000001, 'Week': -0.0022}"
52853806bb1177ca391c2504,"Juniper Networks, Inc.",19.27,2013-10-22 20:30:00+00:00,"{'Country': 'USA', 'Sector': 'Technology', 'Industry': 'Networking & Communication Devices'}",0.003,-0.0159,"[0.049800000000000004, -0.1154]","[0.234, -0.1612]",2.7,0.49,5501.47,1.92,-0.0008,0.75,0.023,"{'quick': 2.6, 'current': 2.6}","{'Year': 0.11180000000000001, 'Half Year': 0.0849, 'Month': -0.038900000000000004, 'Week': 0.031}"
52853806bb1177ca391c2505,"Janus Capital Group, Inc.",10.36,2013-10-24 12:30:00+00:00,"{'Country': 'USA', 'Sector': 'Financial', 'Industry': 'Asset Management'}",0.0567,0.15960000000000002,"[0.26230000000000003, -0.0119]","[0.3902, -0.0119]",3.5,0.25,2341.92,2.64,0.0112,0.58,0.073,"{'quick': 4, 'current': 4}","{'Year': 0.32430000000000003, 'Half Year': 0.20450000000000002, 'Month': 0.14780000000000001, 'Week': 0.016900000000000002}"
52853806bb1177ca391c2506,The Jones Group Inc.,13.69,2013-10-30 12:30:00+00:00,"{'Country': 'USA', 'Sector': 'Services', 'Industry': 'Apparel Stores'}",-0.0868,-0.0367,"[0.020900000000000002, -0.1817]","[0.3277, -0.22790000000000002]",2.5,0.48,1040.73,3.09,-0.0015,-0.87,0.045,"{'quick': 1.3, 'current': 2.7}","{'Year': 0.23070000000000002, 'Half Year': -0.08360000000000001, 'Month': -0.0699, 'Week': -0.1143}"
52853806bb1177ca391c2507,iPath DJ-UBS Coffee TR Sub-Idx ETN,20.75,,"{'Country': 'USA', 'Sector': 'Financial', 'Industry': 'Exchange Traded Fund'}",-0.0439,-0.2262,"[0.018500000000000003, -0.1621]","[0.018500000000000003, -0.4172]",,0.43,117.55,,0.0013000000000000002,,,"{'quick': None, 'current': None}","{'Year': -0.3931, 'Half Year': -0.31, 'Month': -0.1254, 'Week': 0.0132}"
52853806bb1177ca391c2508,General Employment Enterprises Inc.,0.17,2012-12-20 05:00:00+00:00,"{'Country': 'USA', 'Sector': 'Services', 'Industry': 'Staffing & Outsourcing Services'}",-0.09820000000000001,-0.41600000000000004,"[0.1573, -0.504]","[0.1573, -0.6900000000000001]",,0.02,14.47,1.22,-0.0356,-0.06,-0.123,"{'quick': 1, 'current': 1}","{'Year': -0.6949000000000001, 'Half Year': -0.4194, 'Month': 0, 'Week': -0.0526}"
52853806bb1177ca391c2509,51job Inc.,73.25,2013-11-06 21:30:00+00:00,"{'Country': 'China', 'Sector': 'Services', 'Industry': 'Staffing & Outsourcing Services'}",-0.025900000000000003,0.1471,"[0.1168, -0.0844]","[0.6274000000000001, -0.0844]",2.6,2.83,51.88,0.98,-0.00030000000000000003,2.55,0.146,"{'quick': 4.7, 'current': 4.7}","{'Year': 0.3819, 'Half Year': 0.22920000000000001, 'Month': -0.0089, 'Week': -0.0608}"
52853806bb1177ca391c250a,The St. Joe Company,18.0,2013-11-07 21:30:00+00:00,"{'Country': 'USA', 'Sector': 'Financial', 'Industry': 'Real Estate Development'}",-0.061,-0.1307,"[-0.0039000000000000003, -0.18180000000000002]","[-0.0039000000000000003, -0.2635]",3.0,0.78,333.41,1.5,-0.026000000000000002,0.08,0.003,"{'quick': None, 'current': None}","{'Year': -0.1592, 'Half Year': -0.0874, 'Month': -0.0201, 'Week': 0.0193}"
52853806bb1177ca391c250b,Joe's Jeans Inc.,1.1,2013-10-15 20:30:00+00:00,"{'Country': 'USA', 'Sector': 'Consumer Goods', 'Industry': 'Textile - Apparel Clothing'}",0.014700000000000001,-0.2403,"[0.07690000000000001, -0.1351]","[0.373, -0.4616]",3.0,0.04,605.58,1.28,-0.0015,-0.05,0.082,"{'quick': 1.1, 'current': 3}","{'Year': 0.1957, 'Half Year': -0.433, 'Month': -0.0678, 'Week': 0.018500000000000003}"
52853806bb1177ca391c250c,Japan Smaller Capitalization Fund Inc.,9.21,,"{'Country': 'Japan', 'Sector': 'Financial', 'Industry': 'Closed-End Fund - Foreign'}",-0.0088,0.0477,"[0.0886, -0.0223]","[0.3891, -0.0669]",,0.11,64.15,,0.0011,0.07,,"{'quick': None, 'current': None}","{'Year': 0.3589, 'Half Year': -0.051500000000000004, 'Month': 0.0077, 'Week': -0.013900000000000001}"
52853806bb1177ca391c250d,"Jones Energy, Inc.",14.12,,"{'Country': 'USA', 'Sector': 'Basic Materials', 'Industry': 'Independent Oil & Gas'}",-0.10890000000000001,-0.085,"[0.0738, -0.22160000000000002]","[0.0738, -0.22160000000000002]",1.5,0.68,199.26,,-0.004200000000000001,0.06,0.006,"{'quick': 1, 'current': 1}","{'Year': None, 'Half Year': None, 'Month': -0.157, 'Week': -0.1071}"
52853806bb1177ca391c250e,Jos. A Bank Clothiers Inc.,50.4,2013-11-25 05:00:00+00:00,"{'Country': 'USA', 'Sector': 'Services', 'Industry': 'Apparel Stores'}",0.0285,0.17470000000000002,"[0.22870000000000001, -0.0198]","[0.3508, -0.0198]",2.7,1.57,553.51,1.25,0.0182,2.2800000000000002,0.117,"{'quick': 2.5, 'current': 4.9}","{'Year': 0.08650000000000001, 'Half Year': 0.1421, 'Month': 0.0094, 'Week': 0.042100000000000005}"
52853806bb1177ca391c250f,Johnson Outdoors Inc.,27.82,2013-12-06 05:00:00+00:00,"{'Country': 'USA', 'Sector': 'Consumer Goods', 'Industry': 'Sporting Goods'}",0.0149,0.1241,"[0.11710000000000001, -0.0039000000000000003]","[0.44730000000000003, -0.0039000000000000003]",1.0,0.48,17.94,1.3,0.0043,2.03,0.064,"{'quick': 1.7000000000000002, 'current': 2.7}","{'Year': 0.3029, 'Half Year': 0.13620000000000002, 'Month': 0.046900000000000004, 'Week': 0.006500000000000001}"
52853806bb1177ca391c2510,"Joy Global, Inc.",56.75,2013-12-11 05:00:00+00:00,"{'Country': 'USA', 'Sector': 'Industrial Goods', 'Industry': 'Farm & Construction Machinery'}",0.0044,0.0325,"[0.1419, -0.0438]","[0.1865, -0.1749]",2.6,1.22,1848.98,1.9500000000000002,-0.003,6.71,0.211,"{'quick': 1.2, 'current': 2}","{'Year': -0.0152, 'Half Year': 0.0177, 'Month': 0.1052, 'Week': -0.010100000000000001}"
52853806bb1177ca391c2511,Nuveen Multi-Strategy Income & Growth Fund,8.69,,"{'Country': 'USA', 'Sector': 'Financial', 'Industry': 'Closed-End Fund - Debt'}",-0.0199,-0.0636,"[0.0235, -0.038700000000000005]","[0.05, -0.157]",,0.08,291.22,,0.0046,,,"{'quick': None, 'current': None}","{'Year': -0.0346, 'Half Year': -0.15360000000000001, 'Month': 0.0129, 'Week': -0.0182}"
52853806bb1177ca391c2512,Nuveen Equity Premium and Growth Fund,14.23,,"{'Country': 'USA', 'Sector': 'Financial', 'Industry': 'Closed-End Fund - Equity'}",0.0089,0.0543,"[0.0541, 0.0035]","[0.2753, 0.0035]",,0.1,36.22,,0.0035,,,"{'quick': None, 'current': None}","{'Year': 0.1956, 'Half Year': 0.0473, 'Month': 0.023100000000000002, 'Week': 0.0014}"
52853806bb1177ca391c2513,JPMorgan Chase & Co.,54.4,2013-07-12 11:00:00+00:00,"{'Country': 'USA', 'Sector': 'Financial', 'Industry': 'Money Center Banks'}",0.026000000000000002,0.0648,"[0.0946, -0.0083]","[0.44020000000000004, -0.0376]",1.9,0.9400000000000001,20162.52,1.67,0.0047,4.41,0.067,"{'quick': None, 'current': None}","{'Year': 0.39, 'Half Year': 0.07780000000000001, 'Month': 0.035, 'Week': 0.0392}"
52853806bb1177ca391c2514,Direxion Daily Japan Bull 3X Shares,51.28,,"{'Country': 'USA', 'Sector': 'Financial', 'Industry': 'Exchange Traded Fund'}",0.0347,0.0781,"[0.2049, -0.0335]","[0.333, -0.0392]",,1.51,8.78,,0.0274,,,"{'quick': None, 'current': None}","{'Year': None, 'Half Year': None, 'Month': 0.0079, 'Week': 0.0227}"
52853806bb1177ca391c2515,Direxion Daily Japan Bear 3X Shares,27.25,,"{'Country': 'USA', 'Sector': 'Financial', 'Industry': 'Exchange Traded Fund'}",-0.035,-0.1317,"[0.021400000000000002, -0.2167]","[0.021400000000000002, -0.3391]",,0.71,2.48,,-0.0233,,,"{'quick': None, 'current': None}","{'Year': None, 'Half Year': None, 'Month': -0.034300000000000004, 'Week': -0.0302}"
52853806bb1177ca391c2516,SPDR Russell/Nomura PRIME Japan,46.25,,"{'Country': 'USA', 'Sector': 'Financial', 'Industry': 'Exchange Traded Fund'}",0.016300000000000002,0.0752,"[0.08080000000000001, -0.0092]","[0.38220000000000004, -0.0213]",,0.48,13.24,,0.013300000000000001,,,"{'quick': None, 'current': None}","{'Year': 0.3624, 'Half Year': 0.0106, 'Month': 0.0071, 'Week': 0.0073}"
52853806bb1177ca391c2517,Nuveen Quality Preferred Income Fund 2,8.05,,"{'Country': 'USA', 'Sector': 'Financial', 'Industry': 'Closed-End Fund - Equity'}",-0.0154,-0.059800000000000006,"[0.025400000000000002, -0.0313]","[0.048600000000000004, -0.1569]",,0.07,390.08,,0.0012000000000000001,,,"{'quick': None, 'current': None}","{'Year': -0.060700000000000004, 'Half Year': -0.1456, 'Month': 0.0088, 'Week': -0.0195}"
52853806bb1177ca391c2518,ProShares UltraShort MSCI Pacific ex-Jpn,23.6,,"{'Country': 'USA', 'Sector': 'Financial', 'Industry': 'Exchange Traded Fund'}",0.023200000000000002,-0.1241,"[0.055, -0.164]","[0.055, -0.332]",,0.22,1.07,,0.0,,,"{'quick': None, 'current': None}","{'Year': -0.2919, 'Half Year': -0.0472, 'Month': -0.024800000000000003, 'Week': 0.0177}"
52853806bb1177ca391c2519,Nuveen Equity Premium Income Fund,12.45,,"{'Country': 'USA', 'Sector': 'Financial', 'Industry': 'Closed-End Fund - Equity'}",0.0013000000000000002,0.0201,"[0.0451, -0.007200000000000001]","[0.2049, -0.0164]",,0.09,92.53,,0.0,,,"{'quick': None, 'current': None}","{'Year': 0.1287, 'Half Year': -0.0064, 'Month': 0.019700000000000002, 'Week': 0.0008}"
52853806bb1177ca391c251a,Nuveen Multi-Strategy Income & Growth Fund 2,9.4,,"{'Country': 'USA', 'Sector': 'Financial', 'Industry': 'Closed-End Fund - Debt'}",-0.0079,-0.0322,"[0.0318, -0.041800000000000004]","[0.1316, -0.08360000000000001]",,0.07,404.89,,-0.0021000000000000003,,,"{'quick': None, 'current': None}","{'Year': 0.052500000000000005, 'Half Year': -0.0655, 'Month': 0.0184, 'Week': -0.004200000000000001}"
52853806bb1177ca391c251b,James River Coal Co.,1.3599999999999999,2013-11-07 13:30:00+00:00,"{'Country': 'USA', 'Sector': 'Basic Materials', 'Industry': 'Industrial Metals & Minerals'}",-0.2718,-0.369,"[0.1826, -0.4494]","[0.1826, -0.6574]",3.2,0.16,1099.57,2.39,-0.0286,-2.8,-0.14,"{'quick': 1.4, 'current': 2.1}","{'Year': -0.386, 'Half Year': -0.3694, 'Month': -0.29650000000000004, 'Week': -0.267}"
52853806bb1177ca391c251c,China Finance Online Co. Ltd.,2.6,2013-12-10 05:00:00+00:00,"{'Country': 'China', 'Sector': 'Technology', 'Industry': 'Internet Information Providers'}",-0.0172,0.5897,"[0.5294, -0.2192]","[1.5, -0.2192]",3.0,0.24,134.48,1.2,-0.0441,-0.6000000000000001,-0.155,"{'quick': 2.4, 'current': 2.4}","{'Year': 1.2667, 'Half Year': 1.0299, 'Month': -0.09630000000000001, 'Week': 0.09240000000000001}"
52853806bb1177ca391c251d,Journal Communications Inc.,8.53,2013-10-31 12:30:00+00:00,"{'Country': 'USA', 'Sector': 'Services', 'Industry': 'Publishing - Newspapers'}",0.0038,0.16920000000000002,"[0.2116, -0.055400000000000005]","[0.7094, -0.10400000000000001]",1.7000000000000002,0.28,169.42,3.63,0.0035,0.64,0.083,"{'quick': 1.1, 'current': 1.2}","{'Year': 0.5343, 'Half Year': 0.223, 'Month': 0.0533, 'Week': 0.0341}"
52853806bb1177ca391c251e,Nuveen Floating Rate Income Opportunity Fund,11.84,,"{'Country': 'USA', 'Sector': 'Financial', 'Industry': 'Closed-End Fund - Debt'}",-0.028800000000000003,-0.057600000000000005,"[0, -0.07050000000000001]","[0.0881, -0.126]",,0.1,166.12,,-0.005,,,"{'quick': None, 'current': None}","{'Year': 0.0025, 'Half Year': -0.1012, 'Month': -0.019, 'Week': -0.0182}"
52853806bb1177ca391c251f,Nuveen Real Estate Income Fund,10.85,,"{'Country': 'USA', 'Sector': 'Financial', 'Industry': 'Asset Management'}",-0.0367,-0.041800000000000004,"[0.1265, -0.054900000000000004]","[0.2437, -0.1892]",,0.24,65.59,,-0.0172,1.02,,"{'quick': None, 'current': None}","{'Year': 0.1476, 'Half Year': -0.1636, 'Month': 0.0018000000000000002, 'Week': -0.0256}"
52853806bb1177ca391c2520,SPDR Russell/Nomura Small Cap Japan,51.34,,"{'Country': 'USA', 'Sector': 'Financial', 'Industry': 'Exchange Traded Fund'}",0.0027,0.062200000000000005,"[0.0891, -0.0217]","[0.3184, -0.031900000000000005]",,0.53,14.12,,0.0067,,,"{'quick': None, 'current': None}","{'Year': 0.306, 'Half Year': 0.009300000000000001, 'Month': 0.0014, 'Week': 0.002}"
52853806bb1177ca391c2521,Jones Soda Co.,0.64,2013-08-08 20:30:00+00:00,"{'Country': 'USA', 'Sector': 'Consumer Goods', 'Industry': 'Beverages - Soft Drinks'}",-0.1263,0.13,"[0.0323, -0.2]","[1.6667, -0.2967]",,0.05,111.18,0.84,0.0,-0.17,-0.8435,"{'quick': 1.6600000000000001, 'current': 2.3}","{'Year': 1.1333, 'Half Year': 0.28, 'Month': -0.1467, 'Week': -0.1688}"
52853806bb1177ca391c2522,Nuveen Equity Premium Opportunity Fund,12.43,,"{'Country': 'USA', 'Sector': 'Financial', 'Industry': 'Closed-End Fund - Equity'}",0.0074,0.028900000000000002,"[0.0408, -0.0008]","[0.2179, -0.011600000000000001]",,0.1,158.49,,0.006500000000000001,1.21,,"{'quick': None, 'current': None}","{'Year': 0.1237, 'Half Year': -0.0064, 'Month': 0.0198, 'Week': -0.0024000000000000002}"
52853806bb1177ca391c2523,Jinpan International Ltd.,7.07,2013-11-13 21:30:00+00:00,"{'Country': 'China', 'Sector': 'Technology', 'Industry': 'Diversified Electronics'}",0.11460000000000001,0.2243,"[0.20650000000000002, -0.0746]","[0.6305000000000001, -0.097]",2.0,0.22,38.05,1.3900000000000001,0.06960000000000001,0.79,0.051000000000000004,"{'quick': 1.9, 'current': 2.4}","{'Year': 0.4854, 'Half Year': 0.2736, 'Month': 0.07830000000000001, 'Week': 0.08360000000000001}"
52853806bb1177ca391c2524,Nuveen Tax Advantaged Total Return Strategy Fund,13.09,,"{'Country': 'USA', 'Sector': 'Financial', 'Industry': 'Closed-End Fund - Equity'}",0.006900000000000001,0.0843,"[0.0863, -0.020900000000000002]","[0.4622, -0.020900000000000002]",,0.21,37.65,,-0.0038,2.75,,"{'quick': None, 'current': None}","{'Year': 0.389, 'Half Year': 0.07440000000000001, 'Month': 0.060500000000000005, 'Week': 0.0115}"
52853806bb1177ca391c2525,Nuveen Tax-Advantaged Dividend Growth Fund,15.07,,"{'Country': 'USA', 'Sector': 'Financial', 'Industry': 'Closed-End Fund - Equity'}",0.0005,0.0173,"[0.056, -0.0228]","[0.27390000000000003, -0.05]",,0.17,39.64,,-0.0014,2.8,,"{'quick': None, 'current': None}","{'Year': 0.1835, 'Half Year': -0.0246, 'Month': 0.0307, 'Week': -0.0046}"
52853806bb1177ca391c2526,Nuveen Quality Preferred Income Fund,7.57,,"{'Country': 'USA', 'Sector': 'Financial', 'Industry': 'Closed-End Fund - Debt'}",-0.019200000000000002,-0.06720000000000001,"[0.027100000000000003, -0.0369]","[0.0427, -0.1625]",,0.07,237.84,,-0.0026000000000000003,0.88,,"{'quick': None, 'current': None}","{'Year': -0.0524, 'Half Year': -0.1501, 'Month': 0.010700000000000001, 'Week': -0.0206}"
52853806bb1177ca391c2527,Global X Junior Miners ETF,16.0,,"{'Country': 'USA', 'Sector': 'Financial', 'Industry': 'Exchange Traded Fund'}",-0.039400000000000004,-0.16,"[0.023700000000000002, -0.14300000000000002]","[0.1158, -0.4524]",,0.32,3.64,,0.023700000000000002,,,"{'quick': None, 'current': None}","{'Year': -0.432, 'Half Year': -0.1501, 'Month': -0.0328, 'Week': -0.0601}"
52853806bb1177ca391c2528,Coffee Holding Co.Inc.,5.1,2013-01-21 05:00:00+00:00,"{'Country': 'USA', 'Sector': 'Consumer Goods', 'Industry': 'Processed & Packaged Goods'}",-0.048,-0.21130000000000002,"[0.013900000000000001, -0.219]","[0.013900000000000001, -0.42310000000000003]",1.0,0.15,50.12,2.5300000000000002,-0.0058000000000000005,-0.24,0.12,"{'quick': 2, 'current': 3.1}","{'Year': -0.19210000000000002, 'Half Year': -0.2533, 'Month': -0.09680000000000001, 'Week': -0.011600000000000001}"
52853806bb1177ca391c2529,John Wiley & Sons Inc.,49.59,2008-12-09 05:00:00+00:00,"{'Country': 'USA', 'Sector': 'Services', 'Industry': 'Publishing - Books'}",-0.0012000000000000001,0.1811,"[0.1519, -0.0284]","[0.4173, -0.0284]",1.5,0.76,191.58,0.72,0.0028,2.41,0.094,"{'quick': 0.8, 'current': 0.9}","{'Year': 0.19160000000000002, 'Half Year': 0.2854, 'Month': 0.0129, 'Week': 0.0061}"
52853806bb1177ca391c252a,Nordstrom Inc.,63.49,2013-11-14 05:00:00+00:00,"{'Country': 'USA', 'Sector': 'Services', 'Industry': 'Apparel Stores'}",0.055,0.1024,"[0.14730000000000001, -0.0017000000000000001]","[0.2596, -0.0017000000000000001]",2.4,1.01,1618.33,1.33,0.0017000000000000001,3.77,0.177,"{'quick': 1.3, 'current': 1.8}","{'Year': 0.177, 'Half Year': 0.0368, 'Month': 0.1131, 'Week': 0.047400000000000005}"
52853806bb1177ca391c252b,iShares S&P Global Utilities,45.27,,"{'Country': 'USA', 'Sector': 'Financial', 'Industry': 'Exchange Traded Fund'}",-0.0016,0.050800000000000005,"[0.0815, -0.0135]","[0.2006, -0.0135]",,0.42,42.87,,0.0009000000000000001,,,"{'quick': None, 'current': None}","{'Year': 0.1862, 'Half Year': 0.018000000000000002, 'Month': 0.018000000000000002, 'Week': -0.0099}"
52853806bb1177ca391c252c,Jacksonville Bancorp Inc.,19.55,2013-10-07 04:00:00+00:00,"{'Country': 'USA', 'Sector': 'Financial', 'Industry': 'Savings & Loans'}",0.0025,0.0205,"[0.0267, -0.033100000000000004]","[0.1724, -0.033100000000000004]",,0.09,1.54,0.17,0.0,1.9,0.197,"{'quick': None, 'current': None}","{'Year': 0.1514, 'Half Year': 0.0333, 'Month': -0.009600000000000001, 'Week': -0.0015}"
